t,func,frame_id,raw0,raw1,raw2,raw3,gsx,gsy,gsz,agc,res0,res1,res2,res3,res4,res5
76.017,HRV,208,11976468,13032201,10916886,11991713,-76,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.041,HRV,209,11983950,13043582,10922005,12001438,-76,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,615,0,0,0,30,1
76.041,HRV,210,11990988,13054434,10927355,12011643,-76,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.041,HRV,211,11998291,13066309,10932525,12021878,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.041,HRV,212,12004620,13078373,10937378,12032681,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.074,HRV,213,12011063,13090411,10942173,12043755,-76,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.074,HRV,214,12001908,13084532,10936448,12043028,-76,232,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.074,HRV,215,11976732,13054758,10918747,12024901,-76,232,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.074,HRV,216,11957811,13027936,10904412,12008751,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.075,HRV,217,11948544,13014047,10897223,11999186,-75,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.075,HRV,218,11945245,13007862,10894390,11994784,-75,233,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.14,HRV,219,11943453,13005277,10892787,11993649,-75,234,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.14,HRV,220,11942906,13004670,10892027,11993608,-76,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.14,HRV,221,11943563,13005754,10892505,11994614,-76,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.14,HRV,222,11943069,13005397,10892299,11993369,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.14,HRV,223,11942275,13005822,10891216,11992480,-76,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.14,HRV,224,11942377,13007204,10891465,11994111,-76,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.192,HRV,225,11944920,13009773,10892896,11997609,-76,232,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.192,HRV,226,11948852,13015660,10895515,12002914,-76,232,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.192,HRV,227,11954166,13023687,10899202,12009903,-77,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.192,HRV,228,11960190,13033107,10903534,12018126,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.192,HRV,229,11966547,13043300,10907868,12026758,-78,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.192,HRV,230,11972722,13052548,10912202,12035283,-82,228,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.192,HRV,231,11978397,13061455,10916196,12043292,-78,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
76.192,HRV,232,11983872,13070797,10920470,12051064,-76,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.399,HR,233,11990365,13080146,10924770,12058580,-77,232,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.399,HR,234,11996295,13090769,10929112,12066217,-77,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,68,100,0,1,0,0
77.399,HR,235,12002992,13102038,10934034,12074730,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.399,HR,236,12009944,13113948,10939026,12083365,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.4,HR,237,12016454,13126353,10944059,12092707,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.4,HR,238,12023414,13137939,10949409,12101315,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.4,HR,239,12030582,13150392,10954399,12110519,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.4,HR,240,12037696,13162866,10959874,12118769,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.4,HR,241,12037015,13165570,10959534,12121593,-76,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.4,HR,242,12018108,13143501,10946473,12106211,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.458,HR,243,12001141,13121590,10934188,12089548,-77,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.458,HR,244,11993248,13109588,10927916,12080514,-77,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.458,HR,245,11990782,13105179,10926160,12075823,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.458,HR,246,11989667,13103139,10925051,12073296,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.458,HR,247,11989750,13102754,10924982,12072554,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.458,HR,248,11991125,13103959,10926100,12073393,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.482,HR,249,11991550,13104539,10926937,12072623,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.482,HR,250,11991132,13103684,10926544,12071002,-77,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.482,HR,251,11990733,13103437,10926587,12070381,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.482,HR,252,11992634,13105570,10927806,12071522,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.482,HR,253,11996397,13110108,10930518,12074713,-77,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.482,HR,254,12000620,13116567,10934299,12078681,-77,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.515,HR,255,12006190,13125389,10937857,12084252,-75,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.515,HR,0,12011284,13134619,10941705,12090172,-75,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.515,HR,1,12017000,13144029,10945551,12095471,-75,234,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.515,HR,2,12022996,13151383,10949945,12099530,-77,238,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.515,HR,3,12028978,13161022,10954475,12104642,-79,229,-454,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,68,99,0,1,0,0
77.577,HR,4,12034480,13172404,10959100,12111900,-83,211,-461,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.577,HR,5,12040633,13180688,10964031,12121107,-88,218,-456,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.577,HR,6,12046330,13187453,10968739,12130747,-83,225,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.577,HR,7,12052806,13194073,10973679,12139756,-77,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.577,HR,8,12059416,13202213,10979285,12148022,-77,225,-456,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.577,HR,9,12066217,13210829,10984318,12154806,-75,228,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.577,HR,10,12073562,13220648,10989693,12160291,-75,237,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.697,HRV,233,11990365,13080146,10924770,12058580,-77,232,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.697,HRV,234,11996295,13090769,10929112,12066217,-77,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,615,615,0,0,30,2
77.697,HRV,235,12002992,13102038,10934034,12074730,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.697,HRV,236,12009944,13113948,10939026,12083365,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.698,HRV,237,12016454,13126353,10944059,12092707,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.698,HRV,238,12023414,13137939,10949409,12101315,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.698,HRV,239,12030582,13150392,10954399,12110519,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.698,HRV,240,12037696,13162866,10959874,12118769,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.698,HRV,241,12037015,13165570,10959534,12121593,-76,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.698,HRV,242,12018108,13143501,10946473,12106211,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.753,HRV,243,12001141,13121590,10934188,12089548,-77,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.753,HRV,244,11993248,13109588,10927916,12080514,-77,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.753,HRV,245,11990782,13105179,10926160,12075823,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.753,HRV,246,11989667,13103139,10925051,12073296,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.753,HRV,247,11989750,13102754,10924982,12072554,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.753,HRV,248,11991125,13103959,10926100,12073393,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.756,HRV,249,11991550,13104539,10926937,12072623,-76,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.756,HRV,250,11991132,13103684,10926544,12071002,-77,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.756,HRV,251,11990733,13103437,10926587,12070381,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.756,HRV,252,11992634,13105570,10927806,12071522,-77,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.756,HRV,253,11996397,13110108,10930518,12074713,-77,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.756,HRV,254,12000620,13116567,10934299,12078681,-77,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.814,HRV,255,12006190,13125389,10937857,12084252,-75,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.814,HRV,0,12011284,13134619,10941705,12090172,-75,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.814,HRV,1,12017000,13144029,10945551,12095471,-75,234,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.814,HRV,2,12022996,13151383,10949945,12099530,-77,238,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.875,HRV,3,12028978,13161022,10954475,12104642,-79,229,-454,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,615,0,0,0,30,1
77.875,HRV,4,12034480,13172404,10959100,12111900,-83,211,-461,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.875,HRV,5,12040633,13180688,10964031,12121107,-88,218,-456,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.875,HRV,6,12046330,13187453,10968739,12130747,-83,225,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.875,HRV,7,12052806,13194073,10973679,12139756,-77,229,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.875,HRV,8,12059416,13202213,10979285,12148022,-77,225,-456,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.875,HRV,9,12066217,13210829,10984318,12154806,-75,228,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
77.875,HRV,10,12073562,13220648,10989693,12160291,-75,237,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.537,HR,11,12081264,13232822,10995579,12166518,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.537,HR,12,12089371,13244654,11001705,12173089,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.538,HR,13,12081693,13238965,10997284,12169256,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.538,HR,14,12065244,13218694,10986041,12154770,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.538,HR,15,12053958,13203628,10978269,12143382,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.656,HR,16,12049641,13197051,10975060,12138075,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.656,HR,17,12048940,13195199,10974780,12135950,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.656,HR,18,12049368,13194721,10974977,12134772,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.656,HR,19,12050962,13196394,10976468,12135313,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.656,HR,20,12052815,13197767,10977605,12136387,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.656,HR,21,12052072,13198270,10977595,12135874,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.682,HR,22,12050631,13197776,10977433,12134611,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.682,HR,23,12050494,13199151,10977629,12134576,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.682,HR,24,12052525,13203227,10979557,12136737,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.682,HR,25,12055134,13208004,10982057,12140295,-74,233,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.682,HR,26,12059032,13214770,10985733,12144942,-74,233,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.682,HR,27,12063810,13223105,10989139,12150608,-74,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.772,HR,28,12068768,13231653,10993190,12157023,-74,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,67,100,0,1,0,0
78.772,HR,29,12073451,13239808,10996432,12163797,-74,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.772,HR,30,12078492,13248137,10999878,12170186,-75,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.772,HR,31,12082716,13256445,11003376,12176782,-75,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.773,HR,32,12087375,13264294,11007019,12183196,-75,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.777,HR,33,12092654,13273874,11010637,12190072,-75,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.777,HR,34,12098201,13283635,11014903,12196496,-75,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.777,HR,35,12104198,13294024,11019346,12203289,-75,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.777,HR,36,12110425,13304203,11023680,12210232,-75,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.777,HR,37,12116516,13314331,11028417,12216674,-75,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.835,HR,38,12122941,13324148,11032913,12224293,-74,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.835,HR,39,12128596,13334668,11037680,12231663,-73,233,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.835,HR,40,12134809,13344454,11041502,12238522,-73,234,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.835,HR,41,12126261,13335436,11035787,12232704,-73,234,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.835,HR,42,12111441,13315303,11025311,12217477,-73,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.835,HR,43,12102236,13300262,11018085,12205718,-74,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.893,HR,44,12099113,13293676,11015619,12199492,-75,231,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.897,HRV,11,12081264,13232822,10995579,12166518,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.897,HRV,12,12089371,13244654,11001705,12173089,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.897,HRV,13,12081693,13238965,10997284,12169256,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.897,HRV,14,12065244,13218694,10986041,12154770,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.897,HRV,15,12053958,13203628,10978269,12143382,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.953,HRV,16,12049641,13197051,10975060,12138075,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.953,HRV,17,12048940,13195199,10974780,12135950,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.953,HRV,18,12049368,13194721,10974977,12134772,-74,235,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.953,HRV,19,12050962,13196394,10976468,12135313,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.953,HRV,20,12052815,13197767,10977605,12136387,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.953,HRV,21,12052072,13198270,10977595,12135874,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.957,HRV,22,12050631,13197776,10977433,12134611,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.957,HRV,23,12050494,13199151,10977629,12134576,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.957,HRV,24,12052525,13203227,10979557,12136737,-74,234,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.957,HRV,25,12055134,13208004,10982057,12140295,-74,233,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
78.957,HRV,26,12059032,13214770,10985733,12144942,-74,233,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
